TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
42183,2024-06-03 18:05:35.700436,4422.2,480,refund,Houston,0
159,2024-07-06 15:17:35.463613,2458.68,681,refund,San Antonio,0
89136,2024-08-13 21:36:35.973503,2886.68,511,refund,Dallas,0
58250,2023-12-17 22:56:35.821664,3335.49,508,purchase,New York,0
54372,2024-10-05 07:25:35.794613,1529.74,595,purchase,Chicago,0
74396,2024-01-15 14:48:35.911530,187.59,328,refund,Los Angeles,0
22048,2023-11-29 04:35:35.566976,4175.35,294,purchase,Los Angeles,0
30452,2023-12-28 18:01:35.611081,4312.27,780,purchase,Phoenix,0
76241,2024-10-02 04:37:35.920286,4987.25,787,refund,Chicago,0
70671,2024-08-14 06:41:35.891318,1131.05,119,refund,Philadelphia,1
14822,2024-05-14 04:45:35.535551,2422.77,579,purchase,New York,0
80103,2024-01-20 18:44:35.939171,2739.89,755,purchase,Los Angeles,0
42078,2024-10-03 09:56:35.699790,2561.46,254,purchase,San Jose,1
97804,2024-01-18 22:18:36.018280,446.17,686,purchase,New York,0
23009,2024-01-25 21:14:35.572142,1282.33,949,refund,Chicago,0
52261,2024-04-22 07:34:35.764608,3693.14,884,purchase,New York,0
72583,2023-12-26 03:18:35.902052,683.02,39,refund,New York,0
79168,2024-06-26 14:30:35.934962,1446.19,884,purchase,San Jose,0
425,2024-03-07 15:26:35.464706,4151.98,381,refund,Houston,0
63031,2024-06-15 19:50:35.842593,2955.47,769,refund,San Jose,0
36368,2024-06-24 15:44:35.657478,3393.79,583,purchase,San Diego,0
51164,2024-05-11 09:34:35.757166,4884.97,135,purchase,Phoenix,0
8169,2023-12-12 14:59:35.507992,3365.41,673,purchase,Dallas,0
34879,2024-08-01 21:44:35.646266,4517.14,75,purchase,Philadelphia,0
22490,2024-07-14 05:21:35.569479,2333.94,232,purchase,San Diego,0
78507,2024-08-15 12:23:35.931501,4594.34,129,refund,Los Angeles,0
33177,2024-10-10 07:47:35.628312,3457.88,326,refund,San Antonio,0
10645,2024-01-21 21:34:35.518452,3029.95,867,purchase,Los Angeles,0
42236,2024-09-16 02:18:35.700779,1883.56,972,refund,Chicago,0
63462,2024-09-14 01:13:35.844206,4250.79,232,purchase,Chicago,0
66942,2024-09-20 15:33:35.859758,1625.63,143,purchase,San Diego,0
28128,2024-02-03 21:01:35.602044,1458.3,832,refund,Chicago,0
58558,2024-03-16 16:28:35.822695,3583.93,361,purchase,New York,0
12517,2024-02-06 16:47:35.526254,3179.38,615,purchase,Phoenix,0
98368,2023-11-28 15:16:36.020654,3438.52,301,purchase,Phoenix,0
79540,2024-09-21 14:20:35.936485,2499.56,785,refund,Phoenix,0
94478,2024-03-26 23:25:36.003955,2014.88,883,refund,Phoenix,0
64032,2024-06-27 14:56:35.846614,4932.85,687,refund,Dallas,0
83474,2023-11-30 09:06:35.951966,4694.98,977,purchase,Phoenix,0
48646,2024-02-29 06:08:35.741116,937.41,870,refund,San Antonio,0
69452,2024-06-24 12:22:35.884758,2674.16,400,refund,New York,0
77591,2024-03-31 13:28:35.926635,4933.74,494,refund,San Diego,0
42425,2024-06-28 12:34:35.702013,364.92,189,refund,San Antonio,0
68568,2024-01-01 11:26:35.869644,3821.24,457,purchase,Dallas,0
28028,2024-01-22 03:19:35.601630,1357.31,770,refund,Philadelphia,0
49819,2023-11-20 04:32:35.749002,1036.54,680,purchase,San Antonio,0
88621,2024-03-18 02:26:35.971619,1059.23,916,purchase,Phoenix,0
56006,2023-12-15 19:51:35.805715,1002.91,662,purchase,Philadelphia,0
12136,2023-12-13 22:14:35.524659,4176.28,505,refund,Phoenix,1
53275,2024-04-15 15:38:35.787344,4819.49,692,refund,Los Angeles,0
34719,2023-12-23 09:18:35.645199,2932.95,11,refund,Houston,0
76999,2024-02-12 19:48:35.923579,1967.48,763,purchase,Chicago,0
38175,2023-12-14 23:35:35.669121,4203.51,658,purchase,Dallas,0
8780,2023-11-20 12:08:35.510463,3580.56,886,purchase,Houston,1
77311,2024-06-13 03:16:35.925337,4743.49,446,purchase,Phoenix,1
67189,2024-03-10 14:40:35.860671,1823.46,621,refund,Chicago,0
30790,2024-09-21 16:53:35.612342,2304.72,305,purchase,San Antonio,1
36272,2024-09-26 17:26:35.656851,2209.69,17,refund,New York,0
86133,2024-03-25 06:26:35.961870,4224.78,248,purchase,New York,0
44956,2023-11-26 00:21:35.717914,2483.4,636,purchase,San Diego,0
70034,2024-05-10 21:41:35.887976,4412.2,255,refund,Los Angeles,1
79081,2024-07-19 03:51:35.933998,1802.07,209,refund,Phoenix,0
48249,2024-09-07 22:46:35.738662,3379.48,570,refund,San Antonio,1
32261,2024-06-20 04:19:35.622765,1173.59,52,purchase,Chicago,0
13237,2024-04-14 02:52:35.529162,582.64,208,purchase,Philadelphia,0
32214,2024-05-06 13:58:35.622503,4564.39,516,refund,San Jose,0
81192,2024-02-20 02:42:35.943339,2332.49,769,refund,San Jose,0
11090,2024-03-30 16:20:35.520261,1337.5,276,refund,Dallas,1
17193,2023-11-15 12:16:35.546553,4203.18,920,refund,Chicago,0
24504,2024-02-24 20:42:35.586163,3846.95,684,purchase,San Jose,0
72861,2024-01-17 09:37:35.903514,2843.42,319,refund,San Diego,0
56074,2024-01-15 09:45:35.806141,4201.21,873,refund,San Diego,0
19764,2024-07-21 22:58:35.557983,3966.36,726,purchase,San Diego,0
66533,2024-03-07 04:48:35.857985,1780.27,131,refund,Dallas,0
3694,2024-02-16 20:05:35.488369,3359.24,176,refund,San Jose,0
50396,2023-12-16 01:12:35.752324,1236.4,876,purchase,New York,0
96765,2024-01-15 15:07:36.013740,2093.44,101,refund,San Antonio,0
43604,2023-11-10 18:46:35.709428,4895.18,759,purchase,Dallas,0
31289,2023-12-02 03:25:35.616322,1837.15,364,purchase,Chicago,0
87117,2023-12-21 18:44:35.965354,2326.96,302,purchase,Los Angeles,0
93450,2023-11-27 12:14:35.999499,4258.17,729,purchase,Chicago,0
25834,2023-12-19 19:20:35.592321,1605.37,715,refund,Phoenix,0
61177,2024-01-12 11:17:35.834424,3200.48,856,purchase,Phoenix,0
5930,2024-05-12 09:19:35.498263,275.9,757,refund,Dallas,0
84251,2024-10-18 03:31:35.954828,1602.96,773,refund,San Jose,0
57321,2024-09-29 19:41:35.814322,2400.15,599,purchase,Houston,1
39595,2024-05-17 23:29:35.686038,4073.94,507,refund,Houston,0
27155,2024-07-28 07:37:35.598132,981.5,803,purchase,Chicago,0
64796,2024-05-21 15:36:35.849462,3221.42,389,purchase,Dallas,0
55948,2024-07-06 01:20:35.805324,4344.05,918,purchase,San Diego,0
95851,2024-01-14 12:01:36.009824,472.13,544,purchase,San Antonio,1
4783,2024-01-03 01:50:35.493177,509.24,67,purchase,Phoenix,0
18769,2024-09-18 10:43:35.552891,3453.62,488,refund,San Diego,0
52568,2024-04-29 07:31:35.766621,3346.58,652,refund,Chicago,0
52543,2024-09-02 16:03:35.766458,134.96,661,refund,Philadelphia,0
38176,2024-01-14 12:07:35.669127,2031.37,504,purchase,Los Angeles,0
35054,2024-04-26 04:17:35.647419,343.68,126,refund,Houston,0
95766,2024-09-24 14:57:36.009433,2413.61,675,refund,New York,0
83798,2024-06-05 13:41:35.953138,4103.27,125,refund,San Antonio,0
41627,2024-01-14 05:26:35.697192,1078.57,58,purchase,Philadelphia,0
2352,2024-01-30 14:02:35.481852,2703.66,100,refund,Dallas,0
82885,2024-09-10 01:51:35.949506,3793.7,217,refund,Philadelphia,0
97505,2023-12-08 01:31:36.016892,775.03,737,refund,San Diego,0
85506,2023-12-27 09:10:35.959482,3217.88,511,refund,Houston,0
24797,2024-09-22 04:17:35.587330,237.23,877,refund,New York,0
64285,2024-01-28 22:55:35.847526,4487.04,150,purchase,Phoenix,0
33122,2024-03-13 16:09:35.627946,3291.77,742,refund,Dallas,1
54335,2024-10-14 15:32:35.794379,1013.66,62,refund,Philadelphia,0
66401,2024-03-31 02:31:35.857178,2998.31,333,refund,San Jose,0
89301,2024-04-26 10:02:35.982622,4007.31,667,purchase,Chicago,0
72538,2024-03-10 01:52:35.901801,2360.64,402,purchase,Philadelphia,0
9304,2024-08-02 21:59:35.512643,4411.1,731,refund,Chicago,0
67772,2023-11-17 15:04:35.864458,31.03,872,purchase,Philadelphia,0
17909,2024-04-26 02:48:35.549351,1322.44,772,purchase,San Diego,0
46254,2024-03-21 11:21:35.725954,4031.58,360,purchase,Los Angeles,1
61561,2024-04-18 15:59:35.836870,4060.81,871,purchase,San Antonio,0
35722,2024-09-11 01:07:35.652023,456.87,747,refund,San Diego,0
78716,2023-12-01 21:52:35.932292,49.18,359,refund,New York,0
37102,2024-07-30 09:39:35.661868,4695.71,465,refund,San Diego,0
93872,2024-01-05 17:39:36.001327,2507.43,4,refund,San Antonio,0
29413,2024-03-14 01:34:35.607107,1092.56,474,refund,Houston,1
64643,2024-06-09 06:49:35.848889,2959.77,508,refund,Houston,0
8863,2024-07-20 20:11:35.510814,4834.64,718,purchase,Houston,0
7074,2024-01-27 23:41:35.503357,1471.23,131,refund,Chicago,0
9631,2024-03-22 15:16:35.514150,3106.16,265,purchase,Phoenix,0
8734,2024-09-28 15:44:35.510255,3957.09,364,purchase,Los Angeles,0
61732,2024-02-25 18:28:35.837554,3156.57,738,refund,Philadelphia,0
15779,2024-01-15 04:15:35.540154,4494.59,959,refund,Dallas,0
27997,2024-06-14 12:14:35.601470,4620.14,57,purchase,Houston,0
66226,2024-04-03 06:59:35.856428,4987.07,76,purchase,Chicago,0
55686,2023-10-24 18:32:35.803666,1409.0,900,purchase,San Diego,0
40640,2024-01-20 19:25:35.691757,2052.83,897,purchase,San Antonio,0
75671,2024-01-03 14:24:35.917809,3837.77,884,refund,Dallas,0
84462,2024-02-27 13:24:35.955563,4269.94,590,refund,Los Angeles,1
1612,2024-05-28 23:07:35.470791,1812.18,734,purchase,Los Angeles,0
43696,2023-11-07 01:57:35.710038,3982.12,229,refund,Dallas,0
10713,2023-12-09 01:38:35.518733,2886.75,692,purchase,Dallas,0
14325,2024-06-20 12:27:35.533499,4651.09,500,refund,Dallas,0
89403,2024-05-16 13:14:35.983248,2994.58,924,refund,Chicago,0
88987,2024-02-09 08:48:35.972959,1135.58,666,purchase,San Jose,0
47943,2024-01-01 21:35:35.736915,1759.49,472,refund,New York,0
63392,2024-01-29 13:49:35.843944,1069.43,394,purchase,Los Angeles,0
2678,2024-06-05 19:14:35.483744,4028.07,103,purchase,Dallas,0
61099,2023-10-25 10:02:35.833982,4918.82,704,refund,San Diego,0
98749,2023-12-05 06:35:36.022217,4054.67,58,refund,Phoenix,0
9838,2024-10-01 02:32:35.514985,2448.77,457,refund,San Antonio,0
25116,2024-03-03 08:07:35.588683,4244.3,957,purchase,Los Angeles,0
88711,2024-01-27 16:52:35.971921,491.26,784,purchase,Los Angeles,0
96463,2024-09-30 01:50:36.012394,3524.77,482,purchase,San Antonio,0
48719,2023-11-09 21:40:35.741670,2914.36,242,purchase,Chicago,0
71748,2024-07-03 16:25:35.897255,1966.68,678,refund,San Diego,0
2852,2024-02-25 13:00:35.484534,3882.17,463,refund,San Jose,0
87952,2024-01-17 16:21:35.968664,2860.7,550,purchase,Dallas,0
97300,2024-02-07 23:48:36.016021,760.67,521,refund,New York,0
38539,2024-09-02 22:02:35.671574,1695.82,862,purchase,San Antonio,0
3751,2024-07-15 06:20:35.488616,1818.69,417,refund,Los Angeles,0
23987,2024-06-19 22:46:35.584045,1696.85,468,refund,Philadelphia,0
51241,2024-07-08 09:08:35.757845,2091.39,699,purchase,New York,1
58466,2024-09-24 15:37:35.822390,3757.66,512,refund,New York,0
86126,2023-10-28 08:41:35.961830,2060.22,435,purchase,Chicago,0
8505,2024-01-24 01:05:35.509340,2463.74,278,purchase,Houston,0
63981,2024-09-10 20:48:35.846444,1992.02,707,refund,San Jose,0
92277,2024-05-26 20:05:35.994494,2835.35,259,purchase,San Jose,1
37691,2024-09-16 08:04:35.665887,162.76,637,refund,Los Angeles,0
76066,2023-11-13 01:20:35.919453,4189.24,178,refund,Chicago,0
53558,2024-03-29 01:27:35.789201,1454.61,472,purchase,Houston,0
71416,2023-12-10 11:46:35.895481,3851.62,639,purchase,Los Angeles,0
56070,2023-12-31 01:21:35.806116,491.85,30,purchase,Los Angeles,0
7497,2024-09-28 07:00:35.505161,1459.02,395,purchase,Chicago,0
25794,2023-12-23 12:41:35.592060,1284.76,838,purchase,San Jose,1
97806,2024-01-10 16:10:36.018293,2765.52,200,purchase,San Antonio,0
4764,2024-09-30 10:26:35.493099,118.9,568,purchase,Chicago,1
9830,2023-12-30 14:34:35.514937,4908.66,672,purchase,Dallas,0
44568,2024-10-08 07:24:35.715391,4719.46,704,purchase,Phoenix,0
22328,2024-07-02 02:20:35.568404,4798.57,517,purchase,Philadelphia,0
58215,2024-06-20 06:12:35.821469,1692.34,161,purchase,Los Angeles,0
34799,2024-10-15 12:58:35.645740,994.99,804,refund,San Antonio,0
83939,2024-02-21 01:24:35.953695,4268.64,671,purchase,Chicago,0
7633,2024-04-08 14:46:35.505765,3895.76,291,refund,Houston,0
45343,2024-05-08 06:36:35.720137,2098.32,154,purchase,Los Angeles,0
29183,2024-09-17 22:14:35.606231,3108.46,668,refund,San Antonio,0
11377,2024-02-18 02:40:35.521403,4098.58,479,refund,San Jose,0
63127,2024-05-22 11:55:35.842998,3802.82,374,refund,San Jose,1
36432,2024-09-22 15:31:35.657887,2922.61,671,purchase,Chicago,0
37853,2024-07-09 16:10:35.666971,3382.32,946,purchase,San Jose,0
96905,2024-03-07 08:07:36.014354,2077.6,526,refund,San Diego,0
84322,2024-06-01 07:30:35.955075,1195.79,509,purchase,Chicago,0
58089,2024-01-16 22:51:35.820640,2724.49,99,refund,San Jose,0
72939,2024-09-18 14:23:35.903936,1047.27,871,purchase,Philadelphia,0
95970,2024-01-27 02:37:36.010323,1284.21,813,purchase,Dallas,0
13712,2024-03-10 10:51:35.531043,1407.97,140,purchase,San Jose,0
78670,2024-10-08 07:49:35.932131,1817.64,786,refund,Philadelphia,0
63065,2024-10-15 09:39:35.842777,4890.33,445,refund,Phoenix,0
52335,2024-02-24 08:40:35.765081,58.99,215,refund,San Diego,0
72383,2023-10-31 12:03:35.900743,674.64,514,refund,Los Angeles,0
12306,2024-09-05 03:07:35.525342,4208.1,281,purchase,Phoenix,0
2761,2024-02-06 14:40:35.484134,748.86,900,purchase,Dallas,0
89460,2024-06-24 02:39:35.983582,2085.57,31,purchase,San Diego,0
89388,2023-11-02 00:12:35.983154,2005.5,664,purchase,Philadelphia,0
47438,2024-10-18 17:37:35.733631,1270.02,529,purchase,Phoenix,0
73944,2024-02-18 12:46:35.909129,2564.98,781,purchase,Philadelphia,0
26452,2023-10-30 11:04:35.595330,120.3,125,purchase,Philadelphia,0
9471,2023-11-16 21:44:35.513401,4722.28,764,purchase,New York,0
78629,2024-10-11 00:56:35.931977,233.61,242,refund,San Diego,0
24856,2024-01-09 09:19:35.587611,4893.7,153,refund,Philadelphia,0
54424,2023-11-02 23:15:35.794947,2265.66,930,purchase,Los Angeles,0
51207,2023-12-01 00:11:35.757437,3607.46,552,purchase,Philadelphia,0
4173,2023-10-26 16:13:35.490501,313.4,73,refund,San Diego,0
6313,2024-06-07 20:25:35.499982,1841.75,612,refund,Dallas,0
66058,2024-07-03 07:34:35.855577,4156.43,476,purchase,Los Angeles,0
62421,2024-03-09 17:54:35.839947,2427.88,179,refund,San Antonio,0
70025,2024-06-27 22:18:35.887931,2970.96,338,purchase,Phoenix,0
25676,2024-04-06 06:10:35.591330,4246.03,684,refund,San Diego,0
52280,2024-07-01 18:37:35.764731,2982.45,851,purchase,Phoenix,0
99624,2024-08-04 05:37:36.026078,2373.75,526,refund,Chicago,0
36989,2024-10-06 23:45:35.661101,4898.79,739,purchase,New York,0
50030,2024-04-07 01:32:35.750224,3115.12,593,purchase,Houston,0
61958,2024-06-03 13:33:35.838360,2646.53,244,refund,Dallas,0
91071,2024-06-25 08:18:35.989452,1068.54,311,purchase,Los Angeles,0
81547,2024-09-11 12:25:35.944712,4352.06,648,purchase,Phoenix,0
30349,2023-11-15 07:48:35.610701,4848.49,785,purchase,Dallas,0
13951,2023-12-01 05:37:35.532011,1424.48,263,purchase,New York,0
83077,2024-04-28 14:09:35.950318,1600.2,624,purchase,Phoenix,0
28725,2024-09-11 16:34:35.604418,3131.94,291,refund,Dallas,0
11988,2024-07-10 00:21:35.524043,1571.11,967,refund,Los Angeles,0
11842,2023-10-23 17:40:35.523342,386.44,191,purchase,Los Angeles,0
11878,2024-09-17 14:29:35.523511,2493.57,177,refund,San Antonio,0
88379,2023-11-25 13:29:35.970684,580.45,567,refund,San Diego,1
94591,2024-07-13 05:27:36.004476,4461.91,713,purchase,Los Angeles,0
54273,2024-05-27 06:29:35.793985,4222.4,508,refund,San Antonio,0
76023,2024-08-14 09:41:35.919297,2739.06,786,purchase,New York,1
37097,2024-03-19 06:57:35.661834,4557.39,844,purchase,Houston,0
58127,2024-09-05 07:03:35.820889,920.86,198,refund,San Antonio,0
24505,2024-06-06 04:11:35.586167,3690.47,407,purchase,San Jose,0
47284,2024-02-07 11:40:35.732589,4673.82,810,purchase,New York,1
77237,2024-10-10 14:31:35.924888,2116.6,167,refund,Chicago,0
53868,2024-01-27 18:10:35.791259,4538.2,815,refund,Los Angeles,0
62682,2024-07-03 23:16:35.840825,2985.69,223,refund,Los Angeles,0
52328,2024-05-04 09:32:35.765036,244.82,590,purchase,San Jose,0
11276,2024-09-27 21:03:35.521003,4479.0,313,purchase,Philadelphia,0
13296,2023-11-01 09:07:35.529387,3339.34,789,purchase,San Diego,0
68104,2024-09-01 09:56:35.866718,4671.18,237,refund,San Diego,0
56780,2024-09-01 12:55:35.810763,3059.55,998,purchase,Phoenix,0
55089,2024-07-10 07:34:35.799261,2967.95,44,purchase,Chicago,0
50157,2024-04-26 04:07:35.750930,3357.34,321,purchase,Dallas,0
50381,2023-11-04 05:20:35.752247,633.29,149,refund,San Diego,0
57449,2023-12-27 00:59:35.815121,4684.73,917,purchase,Houston,1
25082,2024-07-14 01:49:35.588568,4987.38,823,refund,San Antonio,0
30201,2024-03-14 16:32:35.610190,875.81,864,purchase,Dallas,0
63206,2024-10-18 06:29:35.843266,4221.7,859,purchase,Phoenix,0
12909,2024-07-13 07:47:35.527869,3384.06,918,purchase,Phoenix,0
61762,2024-06-22 23:54:35.837706,3249.1,907,refund,Phoenix,0
19303,2024-09-09 20:44:35.555845,2074.95,974,purchase,Philadelphia,0
65490,2023-11-26 14:35:35.852700,1121.28,684,refund,Houston,0
7519,2024-01-26 14:27:35.505251,3043.77,684,purchase,San Jose,0
89925,2024-08-19 15:14:35.985262,3873.66,976,refund,Dallas,0
92044,2024-05-23 19:48:35.993304,4908.65,135,refund,Los Angeles,0
15937,2024-02-11 01:40:35.540701,3099.94,922,refund,San Jose,1
35754,2024-09-26 23:13:35.652234,2550.09,725,refund,Houston,0
88468,2023-10-22 05:04:35.971012,164.18,556,refund,Phoenix,0
16409,2024-06-12 21:39:35.542647,4325.82,781,refund,San Diego,0
63901,2023-11-17 22:02:35.846156,4649.3,217,purchase,San Antonio,0
41914,2024-01-21 17:23:35.698847,370.46,814,refund,Philadelphia,0
48675,2024-10-13 15:52:35.741314,3202.24,26,purchase,San Antonio,0
81115,2024-04-14 19:20:35.943083,3199.39,858,refund,Dallas,0
22778,2024-04-11 15:54:35.571330,2380.41,809,refund,Phoenix,0
92885,2024-03-07 03:22:35.997160,2478.12,177,refund,San Jose,0
24110,2024-10-10 18:50:35.584488,512.35,710,refund,San Antonio,0
74628,2024-07-25 03:29:35.912696,3666.01,504,purchase,Phoenix,0
4331,2024-03-12 12:34:35.491275,126.3,767,refund,San Jose,0
51051,2024-04-01 12:48:35.756422,184.13,634,purchase,New York,0
801,2024-01-11 09:10:35.466546,528.5,921,purchase,San Jose,0
64441,2024-01-04 03:49:35.848059,3246.04,489,refund,San Antonio,0
43283,2024-07-05 23:45:35.707363,304.12,631,refund,Phoenix,0
7292,2024-03-27 23:06:35.504195,1755.12,467,purchase,Philadelphia,0
27539,2024-03-01 05:51:35.599562,2434.4,919,refund,Houston,0
32083,2024-08-07 06:06:35.621652,4356.2,127,refund,New York,1
77900,2024-06-12 16:53:35.928291,4496.53,479,purchase,Houston,0
44034,2024-05-23 18:20:35.712230,1031.9,696,refund,New York,1
20840,2024-10-19 01:05:35.561917,3065.52,523,refund,Phoenix,0
44087,2024-02-03 16:11:35.712537,371.02,554,purchase,New York,1
95399,2023-11-11 18:45:36.007918,1967.18,353,refund,Houston,0
53459,2024-01-27 02:11:35.788571,2928.72,513,refund,New York,0
68460,2024-06-04 03:55:35.868962,1173.27,42,purchase,San Jose,0
4468,2024-06-16 04:34:35.491824,1932.88,335,refund,New York,0
2473,2024-09-02 08:23:35.482631,2588.52,949,refund,San Diego,0
94328,2024-06-09 17:42:36.003353,3457.46,382,refund,San Jose,0
67834,2023-12-05 06:58:35.864870,2782.04,549,refund,Dallas,0
52871,2024-07-10 21:00:35.770198,2779.34,862,refund,Los Angeles,0
35649,2024-02-06 09:11:35.651534,884.43,780,refund,Chicago,0
7264,2023-11-08 08:30:35.504074,1588.87,657,refund,San Jose,1
54199,2024-01-02 06:41:35.793386,3274.27,666,purchase,New York,0
41698,2023-11-06 22:20:35.697606,1434.73,692,purchase,Los Angeles,0
96061,2023-11-24 21:32:36.010720,2970.28,969,refund,San Antonio,0
98095,2024-01-06 19:23:36.019514,1611.9,887,purchase,San Diego,0
9611,2024-06-25 10:53:35.514060,774.27,820,refund,Los Angeles,0
74265,2024-08-02 13:05:35.910846,1426.19,978,purchase,Los Angeles,0
33363,2023-11-19 18:12:35.629533,4408.96,387,purchase,San Antonio,1
16201,2023-12-30 12:10:35.541759,885.27,154,refund,Phoenix,0
66176,2024-06-01 05:45:35.856164,4325.67,509,refund,Los Angeles,0
76164,2024-09-21 11:56:35.919882,2762.64,452,refund,San Diego,0
48327,2024-08-14 08:10:35.739108,4798.23,669,refund,San Antonio,0
63698,2024-01-29 09:43:35.845245,2230.12,460,purchase,Phoenix,0
68127,2024-04-15 00:07:35.866872,80.44,636,purchase,San Antonio,0
60677,2024-01-14 07:22:35.831306,3210.35,299,purchase,New York,0
89259,2023-12-06 18:09:35.982368,944.49,613,refund,Chicago,0
17000,2024-04-21 21:35:35.545597,4440.28,378,refund,Dallas,0
21269,2024-06-29 07:25:35.563563,1678.54,760,refund,Houston,0
6039,2024-02-29 11:13:35.498738,3608.61,649,refund,New York,0
56282,2023-11-29 12:49:35.807470,2518.56,639,purchase,Houston,0
25002,2024-07-22 09:08:35.588274,1403.1,569,purchase,Los Angeles,0
1539,2024-08-02 12:56:35.470501,442.32,881,purchase,Phoenix,0
899,2024-08-29 22:24:35.467057,3581.73,916,refund,Houston,0
71677,2024-09-13 07:00:35.896847,3250.2,782,purchase,Chicago,0
53639,2023-11-18 09:30:35.789795,3440.12,590,refund,Dallas,0
2859,2024-06-20 17:42:35.484559,4709.25,836,purchase,Houston,1
52738,2024-05-23 09:38:35.769683,483.41,412,refund,Philadelphia,0
1262,2024-10-19 21:36:35.468999,934.07,335,refund,San Antonio,0
82481,2024-01-19 05:01:35.947957,606.77,835,refund,Dallas,0
73876,2024-04-17 06:21:35.908725,3115.24,666,refund,New York,0
42889,2024-08-24 11:29:35.704836,3119.28,251,purchase,New York,0
95679,2024-08-31 18:56:36.009066,1481.23,449,refund,Los Angeles,0
51313,2023-10-21 21:36:35.758310,2607.4,734,purchase,Chicago,0
9013,2024-02-10 14:35:35.511446,3287.44,309,purchase,Houston,0
53983,2024-03-14 16:16:35.792014,4662.15,891,purchase,Los Angeles,0
12693,2024-07-07 23:59:35.526964,3444.41,258,refund,Houston,0
95782,2023-11-09 10:08:36.009501,3515.43,417,refund,Chicago,0
37780,2024-05-03 09:43:35.666482,1246.3,861,refund,Chicago,1
88225,2024-06-07 12:14:35.969914,2417.69,734,refund,Chicago,0
30525,2024-09-19 16:11:35.611328,520.62,143,purchase,Dallas,0
74942,2024-05-22 01:00:35.914112,4522.53,503,purchase,Houston,0
34289,2023-11-19 02:54:35.635713,4125.99,996,refund,San Diego,0
28409,2024-01-26 20:49:35.603167,184.48,968,purchase,Los Angeles,0
78755,2024-07-06 22:11:35.932484,2240.96,239,purchase,Phoenix,0
83653,2024-01-17 21:02:35.952628,1929.61,358,purchase,Los Angeles,0
88921,2024-05-10 03:40:35.972738,4421.09,361,purchase,Houston,0
37564,2024-01-19 20:21:35.664963,2639.39,776,refund,Dallas,0
53059,2024-05-12 15:47:35.785913,4652.12,652,refund,Houston,0
22318,2023-12-19 22:43:35.568338,4133.32,561,purchase,Phoenix,0
61566,2023-10-31 16:22:35.836906,1168.21,275,purchase,New York,0
32078,2024-05-18 18:18:35.621617,3899.91,59,purchase,Houston,0
83574,2024-04-26 10:17:35.952320,3896.38,397,refund,San Diego,0
96856,2023-11-22 00:26:36.014134,156.42,423,purchase,Chicago,0
41908,2024-02-05 07:46:35.698813,1500.55,848,purchase,Philadelphia,0
85604,2024-02-26 08:58:35.959826,236.96,959,purchase,Houston,0
3187,2024-04-04 09:19:35.486035,4184.63,732,purchase,San Jose,0
57018,2024-03-08 12:57:35.812268,2322.42,996,refund,Dallas,0
31093,2024-02-14 10:31:35.614831,3673.22,587,refund,San Diego,1
14971,2024-01-18 03:19:35.536204,704.46,774,refund,Houston,0
63846,2024-05-14 01:18:35.845924,137.04,845,refund,Dallas,0
22876,2024-05-31 12:14:35.571674,3081.61,815,purchase,Philadelphia,0
38470,2024-08-05 13:22:35.671103,1150.66,317,refund,San Diego,0
77855,2024-06-16 14:44:35.928087,3409.57,142,refund,Phoenix,0
72414,2024-03-26 07:56:35.900913,3482.12,689,refund,Chicago,0
84743,2024-07-02 01:57:35.956589,4121.95,665,refund,Dallas,0
84519,2024-08-31 12:18:35.955810,4742.21,601,refund,Phoenix,0
42230,2024-05-16 10:49:35.700741,3533.47,886,refund,San Diego,0
1931,2024-01-29 04:19:35.472188,840.0,247,refund,San Jose,0
72685,2024-05-04 19:05:35.902590,2840.9,752,purchase,San Antonio,0
50032,2024-02-21 20:17:35.750234,4690.97,234,purchase,Chicago,0
7401,2024-08-31 16:54:35.504687,1355.86,985,purchase,Phoenix,0
48926,2023-11-04 22:46:35.743054,2185.88,538,refund,San Antonio,0
63998,2024-09-23 05:03:35.846501,343.44,506,purchase,Los Angeles,0
58928,2024-08-16 14:11:35.823938,3626.44,500,refund,Phoenix,0
62706,2024-06-22 23:51:35.840906,3479.12,744,purchase,Chicago,0
37825,2024-06-10 13:13:35.666782,4258.32,517,purchase,Los Angeles,0
19032,2024-05-15 20:31:35.554318,138.73,135,purchase,Philadelphia,0
16448,2024-07-10 12:23:35.542949,2237.3,216,refund,San Diego,0
5733,2024-08-24 01:03:35.497210,3849.05,550,purchase,San Diego,0
25465,2024-03-05 21:07:35.590321,1863.54,618,purchase,Philadelphia,0
21752,2023-12-15 19:46:35.565496,969.43,976,refund,San Antonio,0
81918,2023-12-19 07:31:35.946016,3987.22,129,refund,Los Angeles,0
34620,2024-08-11 11:33:35.644525,4035.2,474,purchase,Houston,0
64415,2024-08-15 08:23:35.847966,2103.34,174,purchase,San Diego,0
81328,2023-12-15 00:06:35.943963,1170.42,778,purchase,San Jose,0
98163,2024-10-07 05:12:36.019796,2257.76,15,purchase,Chicago,0
71138,2023-10-21 19:26:35.893960,1259.31,484,refund,Chicago,1
47962,2023-12-25 21:49:35.737032,945.06,426,refund,Philadelphia,0
92579,2024-08-01 22:38:35.995865,1619.62,961,refund,New York,1
20387,2024-02-13 17:59:35.560296,4685.64,55,purchase,Houston,0
